Year,Date,Time,Report_Date,Report_Time,ACC_CODE,Institution,Road_Code,Road,Kilometer,Province,Vehicle1,Path_Description,Path_Description_1,Path_Description_2,Presumed_Cause,Presumed_Cause_1,Presumed_Cause_2,Accident_Type,Accident_Type_1,Accident_Type_2,Weather,Latitude,Longitude,Number_of_Vehicles_Involved,Total_Number_of_Incidents,Motorcycle,Three-wheeled_Vehicle,Sedan,Van,Passenger_Pickup_Truck,Bus,Pickup_Truck,Truck_6,Truck_>6<10,Truck_>10,E-Tan,Other,Pedestrian,Number_of_Fatalities,Number_of_Severe_Injuries,Number_of_Minor_Injuries,Total_of_Injuries
2022,12/2/2022,5:00,30/3/2022,9:24,6003772,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,8.7,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.88824387,99.01289819,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,12/2/2022,22:30,18/4/2022,14:00,6117020,กรมทางหลวง,1014,ดอยสะเก็ด - ป่าบง,11.5,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.78031051,99.09208237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,13/2/2022,5:05,29/3/2022,13:55,5998827,กรมทางหลวง,107,เชียงใหม่ - ขี้เหล็กหลวง,10.3,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.86404696,98.96511732,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2022,13/2/2022,16:00,30/3/2022,9:31,6003807,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,12.5,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.91854726,98.99617194,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,14/2/2022,23:45,26/5/2022,11:13,6252858,กรมทางหลวง,11,อุโมงค์ - กองบิน 41,556,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.79843075,99.02056126,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,15/2/2022,1:15,29/3/2022,13:59,5998830,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,15.67,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.77443421,99.06866936,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,15/2/2022,2:00,13/4/2022,11:17,6086507,กรมทางหลวง,118,เชียงใหม่ - ดอยนางแก้ว,42.452,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,19.01603803,99.30326878,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,15/2/2022,16:30,30/3/2022,10:08,6003950,กรมทางหลวง,1260,ศรีบุญเรือง - โรงพยาบาลสันทราย,5.12,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.9212165,98.99335025,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,17/2/2022,14:00,2/12/2022,10:32,7424876,กรมทางหลวง,1150,,30.68,เชียงใหม่,รถจักรยานยนต์,,,,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,ชนท้าย,ชนท้าย,,แจ่มใส,19.36855325,99.20514821,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,17/2/2022,18:30,11/4/2022,9:02,6073225,กรมทางหลวง,107,แม่ทะลาย - หัวโท,66.3,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.32125052,98.95485787,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,17/2/2022,20:00,11/4/2022,11:35,6073953,กรมทางหลวง,1249,แม่งอน - หนองเต่า,0.1,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.80236098,99.16762678,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,17/2/2022,23:50,24/2/2022,13:47,6566098,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,6.975,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,แจ่มใส,18.822712,99.014935,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,18/2/2022,1:50,1/12/2022,13:26,7422393,กรมทางหลวง,1001,,13.6,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.927316,98.99136274,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,18/2/2022,21:00,16/9/2022,13:02,6918134,กรมทางหลวง,1014,ดอยสะเก็ด - ป่าบง,3.2,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.8441975,99.13126676,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,19/2/2022,2:10,30/3/2022,10:43,6004083,กรมทางหลวง,1367,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,7.975,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนเป็นมุมบริเวณทางแยก,ชนเป็นมุมบริเวณทางแยก,,แจ่มใส,18.87474997,99.05156224,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,19/2/2022,3:11,24/2/2022,13:48,6566114,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,9.325,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,ฝนตก,18.798888,99.033641,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2022,19/2/2022,16:30,11/4/2022,10:24,6073610,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,59.95,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.09228572,99.16154622,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,19/2/2022,17:35,11/4/2022,10:24,6073609,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,59.375,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.09310948,99.15677457,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
2022,19/2/2022,18:25,11/4/2022,9:20,6073301,กรมทางหลวง,107,แม่ทะลาย - หัวโท,94.5,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.50657652,99.05256002,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,19/2/2022,20:00,28/12/2022,10:13,7514320,กรมทางหลวง,108,,144.45,เชียงใหม่,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,18.15376311,98.24135541,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,20/2/2022,17:40,21/2/2022,11:11,5776947,กรมทางหลวง,1009,จอมทอง - ดอยอินทนนท์,19,เชียงใหม่,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,18.5327913,98.60504417,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,20/2/2022,19:15,30/3/2022,10:18,6003972,กรมทางหลวง,1317,สันกลางใต้ - ห้วยแก้ว,4.01,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.75043934,99.06303404,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,21/2/2022,6:00,11/4/2022,11:24,6073905,กรมทางหลวง,1095,หนองโค้ง - กิ่วคอหมา,7.95,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.0947418,98.87443988,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2022,23/2/2022,14:30,11/4/2022,11:55,6074033,กรมทางหลวง,1249,แม่งอน - หนองเต่า,18,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งหักศอก+ที่ลาดชัน,ทางโค้งหักศอก,ที่ลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,ไม่คุ้นเคยเส้นทาง,ขับรถไม่ชำนาญ,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,19.83766225,99.08390431,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,24/2/2022,2:30,11/4/2022,8:59,6073195,กรมทางหลวง,107,ขี้เหล็กหลวง - แม่ทะลาย,37.45,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.09941052,98.93580078,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,25/2/2022,23:40,29/3/2022,13:34,5998722,กรมทางหลวง,108,ปากทางท่าลี่ - สะพานแม่กลาง,52.9,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.45161364,98.71710418,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,3
2022,26/2/2022,0:45,30/3/2022,8:56,6003642,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,2.25,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.82995369,99.01241271,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,26/2/2022,14:40,30/3/2022,10:54,6004134,กรมทางหลวง,1367,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,9.63,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.87871425,99.03655528,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,26/2/2022,22:20,30/3/2022,9:28,6003795,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,9.475,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.89442071,99.00945424,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2022,27/2/2022,22:20,9/3/2022,10:06,5874398,กรมทางหลวง,1009,จอมทอง - ดอยอินทนนท์,2.7,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.45407398,98.67401181,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,28/2/2022,23:30,30/3/2022,11:48,6004367,กรมทางหลวง,11,อุโมงค์ - กองบิน 41,557.179,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.8076247,99.01550262,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,1/3/2022,5:30,17/5/2022,14:55,6220456,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,6.5,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.86851657,99.01530145,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,1/3/2022,9:40,24/11/2022,11:28,7378870,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,13.78,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.92871906,98.99060367,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,1/3/2022,14:00,18/4/2022,13:59,6117007,กรมทางหลวง,1014,ดอยสะเก็ด - ป่าบง,11.46,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,18.78065587,99.09227012,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2022,1/3/2022,18:33,14/9/2022,10:10,6902880,กรมทางหลวง,118,เชียงใหม่ - ดอยนางแก้ว,9.1,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.85110954,99.08817707,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2/3/2022,16:50,26/4/2022,10:23,6144674,กรมทางหลวง,11,อุโมงค์ - กองบิน 41,553.637,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.77858116,99.02743845,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,2/3/2022,23:00,18/5/2022,10:57,6225961,กรมทางหลวง,1269,แม่ขนิน - ต้นเกว๋น,35.45,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.72582633,98.91948758,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2022,5/3/2022,16:30,24/11/2022,11:37,7378894,กรมทางหลวง,1270,กองลอย - แม่แฮใต้,8.4,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,18.20289766,98.22235732,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,5/3/2022,18:00,26/4/2022,10:07,6144655,กรมทางหลวง,1103,พระบาทตะเมาะ  - ฮอด,42.1,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,อุปกรณ์ยานพาหนะบกพร่อง,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.00752404,98.67671816,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,6/3/2022,1:00,17/5/2022,14:54,6220435,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,6.2,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.86514343,99.01501446,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6/3/2022,8:30,26/4/2022,10:06,6144658,กรมทางหลวง,1099,บ่อหลวง - แม่ตื่น,15.3,เชียงใหม่,รถพ่วง,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,18.03351756,98.37482749,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2
2022,6/3/2022,23:40,14/3/2022,11:47,6566143,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,15.675,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,แจ่มใส,18.753322,99.033559,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,7/3/2022,13:30,17/5/2022,14:53,7331236,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,10.675,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.90397735,99.00423466,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,7/3/2022,21:20,3/5/2022,7:58,6148262,กรมทางหลวง,107,หัวโท - ล้องอ้อ,129,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,19.71993146,99.14121507,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,7/3/2022,23:28,18/5/2022,10:09,6225667,กรมทางหลวง,121,ต้นพยอม - เหมืองกุง,47.95,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,ฝนตก,18.74375684,98.9410284,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8/3/2022,0:28,18/5/2022,10:00,6225650,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,6.85,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.72283899,99.00915115,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8/3/2022,23:30,3/5/2022,8:03,6148263,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,59.725,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.09187257,99.15952651,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2022,9/3/2022,21:50,7/12/2022,10:43,7439372,กรมทางหลวง,1001,,4.175,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.84778936,99.01384501,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
